              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:  
Subject No:  
Date of Birth:  
Subject Address:  
Operator:   
Date: 11:05:31 (30/4/2012) 
DRT4 Serial Number: #3021 
Comment:  
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   8/sec 
Time Constant: off 
Time Offset: 0.062 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
25427	0	52	58.250	212.1	  8.3 
25428	0	52	58.375	209.5	  9.5 
25429	0	52	58.500	273.6	 11.7 
25430	0	52	58.625	272.9	 10.5 
25431	0	52	58.750	237.3	  8.1 
25432	0	52	58.875	221.4	  7.3 
25433	0	52	59.000	219.1	  7.1 
25434	0	52	59.125	204.0	  6.0 
25435	0	52	59.250	193.7	  7.2 
25436	0	52	59.375	254.3	 11.1 
25437	0	52	59.500	272.5	 10.9 
25438	0	52	59.625	235.2	  8.6 
25439	0	52	59.750	215.0	  7.1 
25440	0	52	59.875	212.1	  6.4 
25441	0	53	0.000	193.8	  5.8 
25442	0	53	0.125	187.6	  6.1 
25443	0	53	0.250	255.4	  7.5 
25444	0	53	0.375	268.2	  7.3 
25445	0	53	0.500	225.9	  7.3 
25446	0	53	0.625	212.9	  7.4 
25447	0	53	0.750	211.3	  7.1 
25448	0	53	0.875	197.5	  6.0 
25449	0	53	1.000	221.8	  8.3 
25450	0	53	1.125	276.2	 11.1 
25451	0	53	1.250	264.3	 10.4 
25452	0	53	1.375	219.2	  9.7 
25453	0	53	1.500	218.7	  8.0 
25454	0	53	1.625	208.7	  6.6 
25455	0	53	1.750	192.5	  5.5 
25456	0	53	1.875	247.2	  8.4 
25457	0	53	2.000	290.9	  9.9 
25458	0	53	2.125	251.6	  8.7 
25459	0	53	2.250	228.3	  6.8 
25460	0	53	2.375	218.0	  6.3 
25461	0	53	2.500	203.9	  5.6 
25462	0	53	2.625	188.7	  5.8 
25463	0	53	2.750	248.7	  8.0 
25464	0	53	2.875	283.5	  8.1 
25465	0	53	3.000	254.3	  6.9 
25466	0	53	3.125	233.1	  6.2 
25467	0	53	3.250	227.3	  6.3 
25468	0	53	3.375	205.1	  6.7 
25469	0	53	3.500	188.8	  6.4 
25470	0	53	3.625	247.6	  8.6 
25471	0	53	3.750	300.6	 10.8 
25472	0	53	3.875	259.7	  8.8 
25473	0	53	4.000	220.0	  7.1 
25474	0	53	4.125	208.0	  6.0 
25475	0	53	4.250	191.3	  5.8 
25476	0	53	4.375	180.5	  5.9 
25477	0	53	4.500	231.2	  9.0 
25478	0	53	4.625	262.6	  8.6 
25479	0	53	4.750	237.3	  7.4 
25480	0	53	4.875	209.7	  6.4 
25481	0	53	5.000	205.0	  5.8 
25482	0	53	5.125	195.3	  6.2 
25483	0	53	5.250	194.2	  7.1 
25484	0	53	5.375	262.8	  9.2 
25485	0	53	5.500	280.8	  9.8 
25486	0	53	5.625	229.2	  9.5 
25487	0	53	5.750	211.3	  8.7 
25488	0	53	5.875	207.7	  7.2 
25489	0	53	6.000	193.5	  6.4 
25490	0	53	6.125	184.7	  6.8 
25491	0	53	6.250	246.4	  8.3 
25492	0	53	6.375	273.2	  8.1 
25493	0	53	6.500	244.3	  7.0 
25494	0	53	6.625	218.8	  5.5 
25495	0	53	6.750	205.9	  6.1 
25496	0	53	6.875	200.1	  6.0 
25497	0	53	7.000	190.1	  5.5 
25498	0	53	7.125	240.8	  7.6 
25499	0	53	7.250	277.4	  9.1 
25500	0	53	7.375	244.6	  7.5 
25501	0	53	7.500	217.6	  6.0 
25502	0	53	7.625	211.3	  5.2 
25503	0	53	7.750	198.1	  4.9 
25504	0	53	7.875	182.7	  5.3 
25505	0	53	8.000	181.6	  6.5 
25506	0	53	8.125	252.5	  9.6 
25507	0	53	8.250	264.2	  9.0 
25508	0	53	8.375	224.6	  7.1 
25509	0	53	8.500	204.7	  6.2 
25510	0	53	8.625	205.4	  6.3 
25511	0	53	8.750	191.7	  6.0 
25512	0	53	8.875	180.2	  6.2 
25513	0	53	9.000	231.4	  8.2 
25514	0	53	9.125	270.0	  8.7 
25515	0	53	9.250	235.3	  7.4 
25516	0	53	9.375	209.3	  6.8 
25517	0	53	9.500	207.2	  7.0 
25518	0	53	9.625	191.6	  6.4 
25519	0	53	9.750	166.0	  6.2 
25520	0	53	9.875	179.2	  7.0 
25521	0	53	10.000	271.8	  8.8 
25522	0	53	10.125	263.2	  8.4 
25523	0	53	10.250	209.1	  7.4 
25524	0	53	10.375	198.2	  6.5 
25525	0	53	10.500	206.3	  6.6 
25526	0	53	10.625	194.5	  5.9 
25527	0	53	10.750	184.9	  5.3 
25528	0	53	10.875	241.5	  8.5 
25529	0	53	11.000	275.1	  7.9 
25530	0	53	11.125	228.5	  6.4 
25531	0	53	11.250	203.6	  5.8 
25532	0	53	11.375	211.1	  5.8 
25533	0	53	11.500	192.4	  5.8 
25534	0	53	11.625	167.5	  5.8 
25535	0	53	11.750	155.8	  6.7 
25536	0	53	11.875	240.9	  7.3 
25537	0	53	12.000	251.0	  7.5 
25538	0	53	12.125	208.8	  6.4 
25539	0	53	12.250	196.1	  5.9 
25540	0	53	12.375	194.9	  5.2 
25541	0	53	12.500	180.2	  5.3 
25542	0	53	12.625	163.2	  5.2 
25543	0	53	12.750	151.3	  4.4 
25544	0	53	12.875	148.8	  4.8 
25545	0	53	13.000	148.0	  4.7 
25546	0	53	13.125	214.0	  7.2 
25547	0	53	13.250	252.2	  7.8 
25548	0	53	13.375	221.6	  6.6 
25549	0	53	13.500	205.1	  5.0 
25550	0	53	13.625	201.0	  5.0 
25551	0	53	13.750	179.2	  5.1 
25552	0	53	13.875	158.4	  4.8 
25553	0	53	14.000	150.6	  4.5 
25554	0	53	14.125	153.1	  4.4 
25555	0	53	14.250	186.5	  6.5 
25556	0	53	14.375	251.3	  7.4 
25557	0	53	14.500	238.4	  7.2 
25558	0	53	14.625	204.4	  5.5 
25559	0	53	14.750	201.8	  5.2 
25560	0	53	14.875	190.6	  5.7 
25561	0	53	15.000	169.9	  5.6 
25562	0	53	15.125	161.0	  5.6 
25563	0	53	15.250	152.7	  4.8 
25564	0	53	15.375	155.9	  5.6 
25565	0	53	15.500	226.0	  8.1 
25566	0	53	15.625	246.3	  7.8 
25567	0	53	15.750	207.9	  6.4 
25568	0	53	15.875	195.7	  5.3 
25569	0	53	16.000	190.8	  5.0 
25570	0	53	16.125	178.9	  4.8 
25571	0	53	16.250	158.4	  5.0 
25572	0	53	16.375	159.4	  5.1 
25573	0	53	16.500	212.6	  6.6 
25574	0	53	16.625	257.7	  8.5 
25575	0	53	16.750	228.3	  8.2 
25576	0	53	16.875	191.7	  6.8 
25577	0	53	17.000	195.2	  6.2 
25578	0	53	17.125	192.4	  5.4 
25579	0	53	17.250	174.1	  5.2 
25580	0	53	17.375	204.1	  6.4 
25581	0	53	17.500	260.9	  7.3 
25582	0	53	17.625	243.2	  7.2 
25583	0	53	17.750	205.6	  6.5 
25584	0	53	17.875	208.4	  6.1 
25585	0	53	18.000	197.7	  5.7 
25586	0	53	18.125	183.2	  6.0 
25587	0	53	18.250	231.0	  8.6 
25588	0	53	18.375	266.8	  9.9 
25589	0	53	18.500	243.3	 10.5 
25590	0	53	18.625	221.0	  9.3 
25591	0	53	18.750	227.7	  7.4 
25592	0	53	18.875	227.7	  6.8 
25593	0	53	19.000	206.5	  6.9 
25594	0	53	19.125	251.1	 11.4 
25595	0	53	19.250	272.1	 12.3 
25596	0	53	19.375	238.3	 10.1 
25597	0	53	19.500	218.9	  8.3 
25598	0	53	19.625	217.2	  7.9 
25599	0	53	19.750	206.8	  7.0 
25600	0	53	19.875	214.5	  8.2 
25601	0	53	20.000	277.5	 11.0 
25602	0	53	20.125	288.0	 10.8 
25603	0	53	20.250	250.6	  8.9 
25604	0	53	20.375	233.5	  7.8 
25605	0	53	20.500	218.1	  7.6 
25606	0	53	20.625	198.2	  6.8 
25607	0	53	20.750	195.7	  6.9 
25608	0	53	20.875	259.5	  9.3 
25609	0	53	21.000	289.1	 11.9 
25610	0	53	21.125	245.6	 10.7 
25611	0	53	21.250	228.2	  9.0 
25612	0	53	21.375	223.4	  8.7 
25613	0	53	21.500	211.2	  8.3 
25614	0	53	21.625	196.1	  7.9 
25615	0	53	21.750	247.9	 10.3 
25616	0	53	21.875	292.4	 10.8 
25617	0	53	22.000	264.7	  9.3 
25618	0	53	22.125	237.2	  8.5 
25619	0	53	22.250	235.6	  9.2 
25620	0	53	22.375	218.7	 11.2 
25621	0	53	22.500	194.3	  9.3 
25622	0	53	22.625	190.6	  8.8 
25623	0	53	22.750	237.8	 12.1 
25624	0	53	22.875	280.8	 13.0 
25625	0	53	23.000	260.5	 12.7 
25626	0	53	23.125	229.4	 12.8 
25627	0	53	23.250	226.2	 11.8 
25628	0	53	23.375	202.8	 10.4 
25629	0	53	23.500	185.5	  8.4 
25630	0	53	23.625	176.3	  7.5 
25631	0	53	23.750	168.2	  6.5 
25632	0	53	23.875	175.0	  7.5 
25633	0	53	24.000	262.3	 10.6 
25634	0	53	24.125	269.5	 11.8 
25635	0	53	24.250	236.9	  9.8 
25636	0	53	24.375	224.1	  9.9 
25637	0	53	24.500	221.5	  9.3 
25638	0	53	24.625	190.2	  8.7 
25639	0	53	24.750	170.6	  7.2 
25640	0	53	24.875	167.9	  6.0 
25641	0	53	25.000	161.5	  6.2 
25642	0	53	25.125	214.6	  8.9 
25643	0	53	25.250	263.6	  9.5 
25644	0	53	25.375	224.0	  9.7 
25645	0	53	25.500	197.8	  8.9 
25646	0	53	25.625	199.8	  7.3 
25647	0	53	25.750	179.3	  6.5 
25648	0	53	25.875	165.7	  6.3 
25649	0	53	26.000	154.5	  6.5 
25650	0	53	26.125	192.3	  7.8 
25651	0	53	26.250	254.6	  8.8 
25652	0	53	26.375	229.5	  7.8 
25653	0	53	26.500	196.9	  6.7 
25654	0	53	26.625	192.8	  6.4 
25655	0	53	26.750	180.1	  5.5 
25656	0	53	26.875	165.9	  5.9 
25657	0	53	27.000	161.3	  6.8 
25658	0	53	27.125	229.2	  9.4 
25659	0	53	27.250	261.1	  8.1 
25660	0	53	27.375	217.9	  6.7 
25661	0	53	27.500	184.7	  6.2 
25662	0	53	27.625	182.0	  6.2 
25663	0	53	27.750	176.3	  6.0 
25664	0	53	27.875	161.6	  6.0 
25665	0	53	28.000	227.6	  8.4 
25666	0	53	28.125	278.4	  8.3 
25667	0	53	28.250	233.8	  7.2 
25668	0	53	28.375	196.6	  5.8 
25669	0	53	28.500	197.0	  6.7 
25670	0	53	28.625	187.3	  6.5 
25671	0	53	28.750	186.2	  7.0 
25672	0	53	28.875	254.6	  9.7 
25673	0	53	29.000	262.7	 10.0 
25674	0	53	29.125	209.2	  8.0 
25675	0	53	29.250	193.8	  7.1 
25676	0	53	29.375	206.4	 10.7 
25677	0	53	29.500	194.9	 10.4 
25678	0	53	29.625	218.7	 10.2 
25679	0	53	29.750	278.7	 11.1 
25680	0	53	29.875	240.1	  9.1 
25681	0	53	30.000	206.3	  7.9 
25682	0	53	30.125	197.3	  6.6 
25683	0	53	30.250	190.7	  5.6 
25684	0	53	30.375	187.8	  6.8 
25685	0	53	30.500	256.6	  7.8 
25686	0	53	30.625	262.7	  7.3 
25687	0	53	30.750	231.7	  6.1 
25688	0	53	30.875	222.5	  6.3 
25689	0	53	31.000	213.2	  5.7 
25690	0	53	31.125	197.5	  5.3 
25691	0	53	31.250	250.6	  7.6 
25692	0	53	31.375	281.3	  7.8 
25693	0	53	31.500	251.3	  7.4 
25694	0	53	31.625	223.3	  6.6 
25695	0	53	31.750	216.4	  6.0 
25696	0	53	31.875	201.0	  5.7 
25697	0	53	32.000	202.4	  6.5 
25698	0	53	32.125	276.7	  8.9 
25699	0	53	32.250	284.4	  9.2 
25700	0	53	32.375	243.1	  7.0 
25701	0	53	32.500	222.8	  7.3 
25702	0	53	32.625	211.9	  7.6 
25703	0	53	32.750	207.4	  6.5 
25704	0	53	32.875	193.5	  6.5 
25705	0	53	33.000	230.6	 11.0 
25706	0	53	33.125	276.2	 10.6 
25707	0	53	33.250	255.3	  9.2 
25708	0	53	33.375	229.2	  8.7 
25709	0	53	33.500	217.9	  8.3 
25710	0	53	33.625	201.0	  6.4 
25711	0	53	33.750	184.6	  6.0 
25712	0	53	33.875	209.3	  7.0 
25713	0	53	34.000	285.6	  9.0 
25714	0	53	34.125	274.1	  9.9 
25715	0	53	34.250	237.2	  8.7 
25716	0	53	34.375	226.2	  7.7 
25717	0	53	34.500	206.6	  6.7 
25718	0	53	34.625	191.8	  6.2 
25719	0	53	34.750	186.1	  6.6 
25720	0	53	34.875	237.0	  8.3 
25721	0	53	35.000	269.3	  8.8 
25722	0	53	35.125	242.2	  8.1 
25723	0	53	35.250	218.1	  6.7 
25724	0	53	35.375	215.1	  6.7 
25725	0	53	35.500	205.3	  6.6 
25726	0	53	35.625	189.1	  6.5 
25727	0	53	35.750	195.3	  7.3 
25728	0	53	35.875	257.0	  8.7 
25729	0	53	36.000	254.4	  8.1 
25730	0	53	36.125	228.3	  6.8 
25731	0	53	36.250	229.5	  6.4 
25732	0	53	36.375	219.6	  6.7 
25733	0	53	36.500	200.0	  6.8 
25734	0	53	36.625	190.4	  6.5 
25735	0	53	36.750	211.5	  8.3 
25736	0	53	36.875	282.6	 10.3 
25737	0	53	37.000	266.0	 10.2 
25738	0	53	37.125	213.5	  8.7 
25739	0	53	37.250	207.5	  6.9 
25740	0	53	37.375	197.4	  6.5 
25741	0	53	37.500	180.5	  6.4 
25742	0	53	37.625	166.3	  5.7 
25743	0	53	37.750	203.8	  7.3 
25744	0	53	37.875	257.3	  8.7 
25745	0	53	38.000	228.5	  7.7 
25746	0	53	38.125	193.9	  6.2 
25747	0	53	38.250	195.1	  5.5 
25748	0	53	38.375	185.1	  5.8 
25749	0	53	38.500	165.7	  5.9 
25750	0	53	38.625	177.0	  7.3 
25751	0	53	38.750	238.5	  8.6 
25752	0	53	38.875	239.2	  8.0 
25753	0	53	39.000	198.5	  6.6 
25754	0	53	39.125	196.0	  6.7 
25755	0	53	39.250	189.0	  7.2 
25756	0	53	39.375	181.9	  6.7 
25757	0	53	39.500	211.9	  7.2 
25758	0	53	39.625	267.3	  7.1 
25759	0	53	39.750	248.0	  7.0 
25760	0	53	39.875	214.8	  6.5 
25761	0	53	40.000	202.0	  6.5 
25762	0	53	40.125	185.2	  6.2 
25763	0	53	40.250	174.4	  5.9 
25764	0	53	40.375	236.1	  8.7 
25765	0	53	40.500	277.4	  9.3 
25766	0	53	40.625	242.1	  8.2 
25767	0	53	40.750	211.2	  6.8 
25768	0	53	40.875	205.0	  5.8 
25769	0	53	41.000	187.0	  5.5 
25770	0	53	41.125	180.3	  7.2 
25771	0	53	41.250	246.6	  9.4 
25772	0	53	41.375	270.4	  9.4 
25773	0	53	41.500	235.1	  8.9 
25774	0	53	41.625	213.3	  7.8 
25775	0	53	41.750	213.4	  6.5 
25776	0	53	41.875	192.1	  6.6 
25777	0	53	42.000	195.7	  9.1 
25778	0	53	42.125	270.3	 11.8 
25779	0	53	42.250	264.4	 10.5 
25780	0	53	42.375	220.4	  8.6 
25781	0	53	42.500	217.6	  6.9 
25782	0	53	42.625	208.8	  6.3 
25783	0	53	42.750	193.8	  6.0 
25784	0	53	42.875	230.5	  8.3 
25785	0	53	43.000	292.4	  8.5 
25786	0	53	43.125	257.9	  7.6 
25787	0	53	43.250	220.6	  7.2 
25788	0	53	43.375	217.2	  6.4 
25789	0	53	43.500	201.6	  6.3 
25790	0	53	43.625	179.2	  6.9 
25791	0	53	43.750	228.6	  9.4 
25792	0	53	43.875	272.8	  9.8 
25793	0	53	44.000	245.3	  8.3 
25794	0	53	44.125	224.1	  8.1 
25795	0	53	44.250	221.5	  6.7 
25796	0	53	44.375	209.1	  6.1 
25797	0	53	44.500	195.0	  5.2 
25798	0	53	44.625	226.7	  7.8 
25799	0	53	44.750	290.1	  9.6 
25800	0	53	44.875	265.4	  8.7 
25801	0	53	45.000	229.8	  7.6 
25802	0	53	45.125	228.0	  6.6 
25803	0	53	45.250	212.1	  6.2 
25804	0	53	45.375	193.8	  5.4 
25805	0	53	45.500	216.5	  9.1 
25806	0	53	45.625	271.9	 11.2 
25807	0	53	45.750	249.5	  8.2 
25808	0	53	45.875	217.3	  7.0 
25809	0	53	46.000	215.1	  6.3 
25810	0	53	46.125	201.1	  6.2 
25811	0	53	46.250	171.5	  5.6 
25812	0	53	46.375	179.0	  6.3 
25813	0	53	46.500	250.5	  8.1 
25814	0	53	46.625	250.2	  7.7 
25815	0	53	46.750	200.9	  6.5 
25816	0	53	46.875	199.8	  6.1 
25817	0	53	47.000	187.6	  5.9 
25818	0	53	47.125	172.3	  5.8 
25819	0	53	47.250	190.6	  6.3 
25820	0	53	47.375	256.0	  8.2 
25821	0	53	47.500	248.7	  7.5 
25822	0	53	47.625	208.7	  6.3 
25823	0	53	47.750	210.9	  5.4 
25824	0	53	47.875	197.5	  5.5 
25825	0	53	48.000	177.5	  5.3 
25826	0	53	48.125	193.7	  6.3 
25827	0	53	48.250	269.8	  7.9 
25828	0	53	48.375	256.5	  9.7 
25829	0	53	48.500	215.9	 10.9 
25830	0	53	48.625	213.9	  9.8 
25831	0	53	48.750	200.1	  7.4 
25832	0	53	48.875	184.7	  6.1 
25833	0	53	49.000	219.0	  7.5 
25834	0	53	49.125	296.2	  7.7 
25835	0	53	49.250	273.0	  7.7 
25836	0	53	49.375	227.0	  7.2 
25837	0	53	49.500	216.2	  7.7 
25838	0	53	49.625	208.6	  6.7 
25839	0	53	49.750	210.2	  7.9 
25840	0	53	49.875	275.9	  9.7 
25841	0	53	50.000	292.4	  9.0 
25842	0	53	50.125	262.8	  7.5 
25843	0	53	50.250	249.4	  6.4 
25844	0	53	50.375	241.3	  7.0 
25845	0	53	50.500	216.1	  7.1 
25846	0	53	50.625	234.8	  8.8 
25847	0	53	50.750	300.1	  9.9 
25848	0	53	50.875	286.8	  8.8 
25849	0	53	51.000	250.8	  8.0 
25850	0	53	51.125	232.8	  7.5 
25851	0	53	51.250	230.2	  6.3 
25852	0	53	51.375	222.2	  6.8 
25853	0	53	51.500	272.4	  9.2 
25854	0	53	51.625	283.4	  9.2 
25855	0	53	51.750	239.4	  7.6 
25856	0	53	51.875	224.7	  6.9 
25857	0	53	52.000	216.1	  6.8 
25858	0	53	52.125	196.6	  6.6 
25859	0	53	52.250	243.0	  8.7 
25860	0	53	52.375	270.3	  9.9 
25861	0	53	52.500	217.3	  8.6 
25862	0	53	52.625	214.6	  7.4 
25863	0	53	52.750	222.7	  7.5 
25864	0	53	52.875	207.5	  7.1 
25865	0	53	53.000	256.7	 10.1 
25866	0	53	53.125	286.0	  9.7 
25867	0	53	53.250	245.5	  8.7 
25868	0	53	53.375	228.7	  8.6 
25869	0	53	53.500	221.1	  6.5 
25870	0	53	53.625	209.9	  6.6 
25871	0	53	53.750	274.3	  9.9 
25872	0	53	53.875	288.6	 10.6 
25873	0	53	54.000	244.1	  9.7 
25874	0	53	54.125	224.6	  8.3 
25875	0	53	54.250	213.9	  7.2 
25876	0	53	54.375	211.8	  6.8 
25877	0	53	54.500	282.5	  9.1 
25878	0	53	54.625	305.8	  9.7 
25879	0	53	54.750	264.9	  8.8 
25880	0	53	54.875	238.3	  7.7 
25881	0	53	55.000	224.2	  6.7 
25882	0	53	55.125	215.4	  6.3 
25883	0	53	55.250	241.0	  9.5 
25884	0	53	55.375	299.3	 13.0 
25885	0	53	55.500	274.4	 11.6 
25886	0	53	55.625	242.4	  9.2 
25887	0	53	55.750	251.2	  8.3 
25888	0	53	55.875	238.8	  8.2 
25889	0	53	56.000	220.2	  6.9 
25890	0	53	56.125	233.5	  8.0 
25891	0	53	56.250	283.2	  9.4 
25892	0	53	56.375	279.8	  9.3 
25893	0	53	56.500	246.0	  8.9 
25894	0	53	56.625	242.6	  8.1 
25895	0	53	56.750	223.3	  7.3 
25896	0	53	56.875	208.7	  6.6 
25897	0	53	57.000	213.7	  7.9 
25898	0	53	57.125	279.2	 11.8 
25899	0	53	57.250	282.2	 11.8 
25900	0	53	57.375	252.5	 10.4 
25901	0	53	57.500	239.6	  9.9 
25902	0	53	57.625	236.5	  8.2 
25903	0	53	57.750	211.7	  7.2 
25904	0	53	57.875	201.3	  6.4 
25905	0	53	58.000	242.2	  7.7 
25906	0	53	58.125	300.2	  8.5 
25907	0	53	58.250	274.0	  9.0 
25908	0	53	58.375	230.3	  7.9 
25909	0	53	58.500	225.2	  6.7 
25910	0	53	58.625	215.8	  6.8 
25911	0	53	58.750	206.5	  6.7 
25912	0	53	58.875	193.3	  6.3 
25913	0	53	59.000	194.8	  6.8 
25914	0	53	59.125	265.8	  8.7 
25915	0	53	59.250	282.7	  9.7 
25916	0	53	59.375	249.9	  8.1 
25917	0	53	59.500	226.0	  7.0 
25918	0	53	59.625	209.2	  6.6 
25919	0	53	59.750	194.7	  6.8 
25920	0	53	59.875	177.4	  6.8 
25921	0	54	0.000	174.9	  7.2 
25922	0	54	0.125	195.2	  9.2 
25923	0	54	0.250	279.7	 11.0 
25924	0	54	0.375	267.2	 10.0 
25925	0	54	0.500	231.0	  7.6 
25926	0	54	0.625	212.7	  6.7 
25927	0	54	0.750	199.2	  5.8 
25928	0	54	0.875	184.1	  6.0 
25929	0	54	1.000	170.8	  6.5 
25930	0	54	1.125	174.1	  6.6 
25931	0	54	1.250	250.6	  8.1 
25932	0	54	1.375	271.5	  7.4 
25933	0	54	1.500	223.1	  6.5 
25934	0	54	1.625	205.5	  6.2 
25935	0	54	1.750	196.9	  5.4 
25936	0	54	1.875	179.1	  5.1 
25937	0	54	2.000	163.6	  5.2 
25938	0	54	2.125	173.5	  6.8 
25939	0	54	2.250	246.7	  9.3 
25940	0	54	2.375	249.5	  8.9 
25941	0	54	2.500	207.4	  7.0 
25942	0	54	2.625	196.6	  6.4 
25943	0	54	2.750	189.7	  6.5 
25944	0	54	2.875	175.4	  5.5 
25945	0	54	3.000	168.8	  5.5 
25946	0	54	3.125	232.1	  7.2 
25947	0	54	3.250	254.9	  7.1 
25948	0	54	3.375	220.7	  6.9 
25949	0	54	3.500	210.2	  6.1 
25950	0	54	3.625	203.4	  5.5 
25951	0	54	3.750	179.0	  5.4 
25952	0	54	3.875	164.2	  6.6 
25953	0	54	4.000	230.0	  9.0 
25954	0	54	4.125	243.4	  7.8 
25955	0	54	4.250	205.6	  6.5 
25956	0	54	4.375	193.3	  6.8 
25957	0	54	4.500	198.5	  5.4 
25958	0	54	4.625	182.7	  5.3 
25959	0	54	4.750	179.6	  6.1 
25960	0	54	4.875	252.2	  6.5 
25961	0	54	5.000	251.6	  6.4 
25962	0	54	5.125	216.7	  5.6 
25963	0	54	5.250	210.8	  5.3 
25964	0	54	5.375	207.3	  5.1 
25965	0	54	5.500	178.9	  4.8 
25966	0	54	5.625	186.1	  6.2 
25967	0	54	5.750	258.8	  7.3 
25968	0	54	5.875	252.1	  7.0 
25969	0	54	6.000	222.3	  6.1 
25970	0	54	6.125	212.1	  5.4 
25971	0	54	6.250	201.6	  5.2 
25972	0	54	6.375	188.7	  4.6 
25973	0	54	6.500	201.6	  5.5 
25974	0	54	6.625	261.8	  6.8 
25975	0	54	6.750	271.8	  6.5 
25976	0	54	6.875	224.5	  6.2 
25977	0	54	7.000	217.1	  6.1 
25978	0	54	7.125	212.8	  5.4 
25979	0	54	7.250	192.7	  5.1 
25980	0	54	7.375	190.3	  6.8 
25981	0	54	7.500	257.4	 10.1 
25982	0	54	7.625	261.8	  9.0 
25983	0	54	7.750	227.6	  7.0 
25984	0	54	7.875	217.1	  5.9 
25985	0	54	8.000	217.8	  6.4 
25986	0	54	8.125	210.0	  7.3 
25987	0	54	8.250	198.8	  6.7 
25988	0	54	8.375	241.2	  7.4 
25989	0	54	8.500	280.3	  8.5 
25990	0	54	8.625	239.3	  8.2 
25991	0	54	8.750	215.6	  6.8 
25992	0	54	8.875	214.8	  6.4 
25993	0	54	9.000	195.1	  5.9 
25994	0	54	9.125	173.1	  5.8 
25995	0	54	9.250	205.5	  7.3 
25996	0	54	9.375	273.2	  8.3 
25997	0	54	9.500	254.7	  7.5 
25998	0	54	9.625	217.1	  6.1 
25999	0	54	9.750	208.3	  4.7 
26000	0	54	9.875	212.5	  5.1 
26001	0	54	10.000	198.7	  5.1 
26002	0	54	10.125	232.5	  6.5 
26003	0	54	10.250	280.8	  7.4 
26004	0	54	10.375	244.5	  7.1 
26005	0	54	10.500	215.2	  7.0 
26006	0	54	10.625	212.5	  6.2 
26007	0	54	10.750	194.0	  6.0 
26008	0	54	10.875	188.4	  6.1 
26009	0	54	11.000	257.8	  7.6 
26010	0	54	11.125	275.1	  7.6 
26011	0	54	11.250	243.5	  7.5 
26012	0	54	11.375	222.1	  6.2 
26013	0	54	11.500	219.0	  5.5 
26014	0	54	11.625	191.1	  6.0 
26015	0	54	11.750	191.0	  6.9 
26016	0	54	11.875	261.0	  8.8 
26017	0	54	12.000	275.7	  7.9 
26018	0	54	12.125	230.2	  7.6 
26019	0	54	12.250	215.0	  6.6 
26020	0	54	12.375	205.7	  7.4 
26021	0	54	12.500	187.2	  7.1 
26022	0	54	12.625	207.3	  9.3 
26023	0	54	12.750	289.7	 11.9 
26024	0	54	12.875	275.6	 10.8 
26025	0	54	13.000	230.4	  9.8 
26026	0	54	13.125	224.4	  9.7 
26027	0	54	13.250	211.6	  8.3 
26028	0	54	13.375	188.5	  6.8 
26029	0	54	13.500	241.6	  8.1 
26030	0	54	13.625	281.6	  8.2 
26031	0	54	13.750	243.0	  8.5 
26032	0	54	13.875	217.5	  6.9 
26033	0	54	14.000	216.2	  6.8 
26034	0	54	14.125	199.6	  7.8 
26035	0	54	14.250	215.8	  8.3 
26036	0	54	14.375	290.5	  9.5 
26037	0	54	14.500	280.7	  8.9 
26038	0	54	14.625	243.4	  9.1 
26039	0	54	14.750	229.7	  7.9 
26040	0	54	14.875	215.0	  7.2 
26041	0	54	15.000	201.2	  7.1 
26042	0	54	15.125	249.8	 10.6 
26043	0	54	15.250	307.0	 13.0 
26044	0	54	15.375	279.4	 11.5 
26045	0	54	15.500	242.8	  9.6 
26046	0	54	15.625	225.8	  9.4 
26047	0	54	15.750	206.1	  8.7 
26048	0	54	15.875	194.3	  7.7 
26049	0	54	16.000	247.2	 10.2 
26050	0	54	16.125	284.1	 11.1 
26051	0	54	16.250	245.5	 12.7 
26052	0	54	16.375	212.3	 10.7 
26053	0	54	16.500	207.5	  9.0 
26054	0	54	16.625	192.6	  8.1 
26055	0	54	16.750	176.1	  7.5 
26056	0	54	16.875	215.3	 10.7 
26057	0	54	17.000	266.6	 11.7 
26058	0	54	17.125	238.5	 11.7 
26059	0	54	17.250	218.0	 10.0 
26060	0	54	17.375	219.4	  9.9 
26061	0	54	17.500	201.9	  9.3 
26062	0	54	17.625	189.2	 10.5 
26063	0	54	17.750	264.6	 12.9 
26064	0	54	17.875	288.0	 13.6 
26065	0	54	18.000	234.8	 12.1 
26066	0	54	18.125	210.7	 10.0 
26067	0	54	18.250	204.5	  9.4 
26068	0	54	18.375	185.2	  7.6 
26069	0	54	18.500	183.8	  7.2 
26070	0	54	18.625	246.1	  9.7 
26071	0	54	18.750	262.1	 10.8 
26072	0	54	18.875	222.3	 10.3 
26073	0	54	19.000	205.1	  9.2 
26074	0	54	19.125	196.6	  7.6 
26075	0	54	19.250	183.4	  6.7 
26076	0	54	19.375	177.0	  7.1 
26077	0	54	19.500	238.0	  9.1 
26078	0	54	19.625	261.1	 10.4 
